,index,latitude,longitude,duration
471,585.0,40.7316756,-74.0066099,11.0
472,585.0,40.7368739,-74.0055605,152.0
473,585.0,40.744009,-73.999422,210.0
474,585.0,40.7452271,-74.0023036,65.0
475,585.0,40.7455402,-74.0020732,77.0
476,586.0,40.7317894,-74.0078129,13.0
477,586.0,40.7335607,-74.0073703,37.0
478,586.0,40.7332742,-73.9951352,322.0
479,587.0,40.7317894,-74.0078129,13.0
480,587.0,40.7335607,-74.0073703,37.0
481,587.0,40.7339987,-74.0045951,69.0
482,587.0,40.7311573,-74.0029514,81.0
483,587.0,40.7318006,-74.0011731,30.0
484,587.0,40.7310465,-73.9996201,54.0
485,587.0,40.7295668,-73.9965785,57.0
486,587.0,40.7307203,-73.9955793,28.0
487,587.0,40.7314445,-73.9949184,17.0
488,588.0,40.7316756,-74.0066099,11.0
489,588.0,40.7368739,-74.0055605,152.0
490,588.0,40.7496747,-73.9952986,360.0
491,588.0,40.7459153,-73.9864107,205.0
492,588.0,40.7452043,-73.9869157,41.0
493,589.0,40.7317894,-74.0078129,13.0
494,589.0,40.7335607,-74.0073703,37.0
495,589.0,40.7339987,-74.0045951,69.0
496,589.0,40.7280718,-73.9989723,197.0
497,589.0,40.729149,-73.9980588,26.0
498,590.0,40.7316756,-74.0066099,11.0
499,590.0,40.7368739,-74.0055605,152.0
500,590.0,40.7390617,-74.0030973,77.0
501,590.0,40.7399554,-74.0051532,29.0
502,591.0,40.7317894,-74.0078129,13.0
503,591.0,40.7328666,-74.007538,23.0
504,591.0,40.7324491,-74.0101245,28.0
505,591.0,40.7325847,-74.0106554,63.0
506,591.0,40.7570202,-74.0052487,503.0
507,591.0,40.7568581,-74.0049024,8.0
508,591.0,40.756926,-74.0046651,61.0
509,591.0,40.755869,-74.0021712,73.0
510,592.0,40.7317894,-74.0078129,13.0
511,592.0,40.7328666,-74.007538,23.0
512,592.0,40.7324491,-74.0101245,28.0
513,592.0,40.7325847,-74.0106554,63.0
514,592.0,40.7570202,-74.0052487,503.0
515,592.0,40.7568581,-74.0049024,8.0
516,592.0,40.756926,-74.0046651,61.0
517,592.0,40.755869,-74.0021712,73.0
518,593.0,40.7317894,-74.0078129,13.0
519,593.0,40.7335607,-74.0073703,37.0
520,593.0,40.7339987,-74.0045951,69.0
521,593.0,40.7252342,-73.9921474,368.0
522,593.0,40.7256194,-73.9920066,40.0
523,593.0,40.7239323,-73.9879578,88.0
524,593.0,40.7245817,-73.9874952,45.0
525,593.0,40.7247176,-73.9878045,26.0
526,594.0,40.7318819,-74.0087999,25.0
527,594.0,40.7260624,-74.0099167,111.0
528,594.0,40.7259995,-74.0091138,14.0
529,594.0,40.7288488,-74.0086116,57.0
530,595.0,40.7317894,-74.0078129,13.0
531,595.0,40.7328666,-74.007538,23.0
532,595.0,40.7324491,-74.0101245,28.0
533,595.0,40.7323041,-74.0106803,65.0
534,595.0,40.7126742,-74.0145712,394.0
535,595.0,40.7048421,-74.0170397,156.0
536,595.0,40.7045116,-74.0142757,47.0
537,595.0,40.704594,-74.0142515,3.0
538,595.0,40.70454,-74.0132849,16.0
539,595.0,40.704042,-74.0131992,7.0
540,595.0,40.7040168,-74.0116028,20.0
541,595.0,40.7042279,-74.0115913,4.0
542,595.0,40.7058125,-74.0098676,49.0
543,595.0,40.7055413,-74.0090842,12.0
544,595.0,40.7048743,-74.0088569,9.0
545,595.0,40.7046833,-74.0092281,6.0
546,596.0,40.7317894,-74.0078129,13.0
547,596.0,40.7328666,-74.007538,23.0
548,596.0,40.7324491,-74.0101245,28.0
549,596.0,40.7323041,-74.0106803,65.0
550,596.0,40.7165784,-74.0133597,314.0
551,596.0,40.7147,-74.0091374,140.0
552,597.0,40.7316756,-74.0066099,11.0
553,597.0,40.7368739,-74.0055605,152.0
554,597.0,40.7572276,-73.989793,553.0
555,597.0,40.7558224,-73.9864397,94.0
556,597.0,40.7551488,-73.9866509,14.0
557,598.0,40.7317894,-74.0078129,13.0
558,598.0,40.7335607,-74.0073703,37.0
559,598.0,40.7339987,-74.0045951,69.0
560,598.0,40.7287995,-74.0004449,170.0
561,598.0,40.7304636,-73.9990333,39.0
562,599.0,40.7317894,-74.0078129,13.0
563,599.0,40.73941,-74.006447,148.0
564,599.0,40.7409463,-74.0053878,34.0
565,599.0,40.7421185,-74.0082146,75.0
566,599.0,40.7458183,-74.0055317,100.0
567,599.0,40.7467441,-74.0077567,32.0
568,600.0,40.7317894,-74.0078129,13.0
569,600.0,40.7328666,-74.007538,23.0
570,600.0,40.7324491,-74.0101245,28.0
571,600.0,40.7323041,-74.0106803,65.0
572,600.0,40.7126742,-74.0145712,394.0
573,600.0,40.7047018,-74.0170893,158.0
574,600.0,40.7039531,-74.0146993,51.0
575,600.0,40.7022507,-74.0143079,33.0
576,600.0,40.7022455,-74.0129748,17.0
577,600.0,40.7012005,-74.0123565,19.0
578,600.0,40.7095449,-73.9917231,355.0
579,600.0,40.7117323,-73.9923144,93.0
580,600.0,40.7117571,-73.9919339,32.0
581,601.0,40.7316756,-74.0066099,11.0
582,601.0,40.7368739,-74.0055605,152.0
583,601.0,40.7515477,-73.9939259,405.0
584,602.0,40.7316756,-74.0066099,11.0
585,602.0,40.7368739,-74.0055605,152.0
586,602.0,40.7410712,-74.0015593,144.0
587,602.0,40.7372142,-73.992425,237.0
588,603.0,40.7317894,-74.0078129,13.0
589,603.0,40.7335607,-74.0073703,37.0
590,603.0,40.7332742,-73.9951352,322.0
591,604.0,40.7317894,-74.0078129,13.0
592,604.0,40.7335607,-74.0073703,37.0
593,604.0,40.7339987,-74.0045951,69.0
594,604.0,40.7259213,-73.9946459,304.0
595,604.0,40.7278604,-73.9931345,76.0
596,604.0,40.7263274,-73.9897455,81.0
597,605.0,40.7317894,-74.0078129,13.0
598,605.0,40.7328666,-74.007538,23.0
599,605.0,40.7324491,-74.0101245,28.0
600,605.0,40.7323041,-74.0106803,65.0
601,605.0,40.7173143,-74.0131746,299.0
602,605.0,40.7155345,-74.0092707,116.0
603,605.0,40.7162552,-74.0091968,35.0
604,606.0,40.7317894,-74.0078129,13.0
605,606.0,40.7364446,-74.0065947,95.0
606,606.0,40.7364904,-74.0061729,6.0
607,607.0,40.7317894,-74.0078129,13.0
